job_id,resume_id,skills_score,degrees_score,majors_score,overall_score,label
4599,4599,0.477905,0.5,0,0.3639525,1
4308,4308,0.656547,0,0.5,0.4532735,1
4354,4354,0.510766,0.5,0.5,0.505383,1
4401,4401,0.375135,0.5,0.5,0.4375675,1
4464,4464,0.541137,0.5,0.5,0.5205685,1
4530,4530,0.470734,0.5,0,0.360367,1
4598,4598,0.468776,0,0.5,0.35938800000000004,1
4307,4307,0.478953,0.5,0,0.3644765,1
4361,4361,0.487735,0.5,0,0.3688675,1
4402,4402,0.539547,0.5,0,0.3947735,1
5000,5000,0.573953,0.5,0.5,0.5369765,1
4309,4309,0.709541,0.5,0,0.4797705,1
4359,4359,0.855804,0,0.5,0.552902,1
4409,4409,0.466326,0.5,0,0.358163,1
4527,4527,0.383434,0.5,0,0.316717,1
4466,4466,0.470349,0.5,0.5,0.4851745,1
4312,4312,0.637604,0.5,0,0.443802,1
4356,4356,0.643565,0.5,0.5,0.5717825000000001,1
4407,4407,0.267766,0.5,0,0.258883,1
4686,4686,0.512929,0,0.5,0.3814645,1
4535,4535,0.387499,0.5,0.5,0.4437495,1
4314,4314,0.675844,0,0.5,0.462922,1
4363,4363,0.479007,0.5,0.5,0.4895035,1
4462,4462,0.616817,0.5,0,0.4334085,1
4406,4406,0.24143,0.5,0,0.24571500000000002,1
4774,4774,0.652673,0.5,0.5,0.5763365,1
4313,4313,0.329444,0.5,0.5,0.41472200000000004,1
4367,4367,0.554106,0.5,0,0.402053,1
4404,4404,0.560439,0.5,0.5,0.5302195000000001,1
4600,4600,0.689533,0.5,0,0.4697665,1
4468,4468,0.482893,0.5,0,0.3664465,1
4318,4318,0.527745,0.5,0.5,0.5138725,1
4369,4369,0.641628,0,0.5,0.445814,1
4408,4408,0.638594,0,0.5,0.444297,1
4532,4532,0.542986,0.5,0.5,0.521493,1
4879,4879,0.547872,0.5,0.5,0.523936,1
4306,4306,0.468669,0.5,0.5,0.4843345,1
4371,4371,0.45358,0,0,0.22679,1
4400,4400,0.670012,0.5,0.5,0.585006,1
4362,4362,0.505417,0.5,0.5,0.5027085,1
4411,4411,0.625005,0.5,0.5,0.5625025,1
4455,4455,0.634383,0,0.5,0.4421915,1
4688,4688,0.646868,0.5,0,0.448434,1
4320,4320,0.420781,0.5,0.5,0.46039050000000004,1
4364,4364,0.484877,0,0.5,0.3674385,1
4413,4413,0.444493,0.5,0,0.3472465,1
4461,4461,0.728973,0.5,0,0.4894865,1
4536,4536,0.546543,0.5,0,0.3982715,1
4315,4315,0.549261,0.5,0.5,0.5246305,1
4373,4373,0.475203,0.5,0.5,0.4876015,1
4534,4534,0.40866,0.5,0.5,0.45433,1
4415,4415,0.71902,0.5,0.5,0.60951,1
4771,4771,0.557432,0.5,0.5,0.528716,1
4317,4317,0.386155,0.5,0,0.3180775,1
4375,4375,0.517505,0.5,0.5,0.5087524999999999,1
4470,4470,0.701015,0.5,0.5,0.6005075,1
4412,4412,0.507836,0.5,0.5,0.503918,1
4884,4884,0.585675,0.5,0.5,0.5428375,1
4776,4776,0.445127,0.5,0.5,0.4725635,1
4311,4311,0.605167,0.5,0.5,0.5525835,1
4370,4370,0.28968,0.5,0.5,0.39483999999999997,1
4463,4463,0.501749,0.5,0,0.3758745,1
4691,4691,0.837669,0.5,0,0.5438345,1
4529,4529,0.658953,0.5,0.5,0.5794765,1
4324,4324,0.427879,0.5,0,0.3389395,1
4372,4372,0.537353,0.5,0,0.3936765,1
4398,4398,0.348147,0,0,0.1740735,1
4601,4601,0.580394,0,0.5,0.415197,1
4471,4471,0.442131,0.5,0,0.3460655,1
4319,4319,0.608159,0.5,0,0.4290795,1
4417,4417,0.620079,0,0.5,0.4350395,1
4368,4368,0.618713,0,0.5,0.4343565,1
4537,4537,0.598028,0.5,0.5,0.549014,1
4769,4769,0.613814,0.5,0.5,0.556907,1
4326,4326,0.589946,0.5,0.5,0.5449729999999999,1
4377,4377,0.0,0,0.5,0.125,1
4421,4421,0.433668,0.5,0,0.34183399999999997,1
5015,5015,0.541718,0.5,0.5,0.520859,1
4773,4773,0.597841,0,0.5,0.4239205,1
4328,4328,0.578848,0,0.5,0.414424,1
4366,4366,0.661442,0.5,0,0.455721,1
4467,4467,0.665742,0,0.5,0.457871,1
4410,4410,0.561487,0,0.5,0.4057435,1
4608,4608,0.720109,0,0,0.3600545,1
5110,5110,0.758206,0.5,0.5,0.629103,1
4330,4330,0.39378,0,0.5,0.32189,1
4381,4381,0.541323,0,0.5,0.3956615,1
4416,4416,0.513306,0.5,0.5,0.506653,1
4692,4692,0.408962,0.5,0,0.329481,1
4472,4472,0.664991,0.5,0,0.4574955,1
4322,4322,0.528296,0.5,0.5,0.514148,1
4379,4379,0.346193,0.5,0,0.2980965,1
4425,4425,0.677227,0.5,0.5,0.5886135,1
4876,4876,0.413493,0,0.5,0.3317465,1
4469,4469,0.610995,0.5,0.5,0.5554975,1
4323,4323,0.585029,0.5,0.5,0.5425145,1
4414,4414,0.717375,0,0.5,0.4836875,1
4540,4540,0.425557,0.5,0.5,0.4627785,1
4473,4473,0.646529,0.5,0.5,0.5732645000000001,1
4605,4605,0.567827,0,0.5,0.4089135,1
4778,4778,0.581452,0,0.5,0.415726,1
4332,4332,0.0,0,0.5,0.125,1
4419,4419,0.417213,0.5,0.5,0.45860650000000003,1
4478,4478,0.658174,0.5,0,0.454087,1
4538,4538,0.651502,0.5,0.5,0.575751,1
4696,4696,0.347096,0.5,0.5,0.42354800000000004,1
4378,4378,0.618304,0.5,0.5,0.559152,1
4422,4422,0.569219,0.5,0.5,0.5346095,1
4474,4474,0.565132,0.5,0.5,0.532566,1
4607,4607,0.415568,0,0.5,0.33278399999999997,1
4542,4542,0.572046,0.5,0.5,0.536023,1
4376,4376,0.640033,0,0.5,0.4450165,1
4429,4429,0.16916,0.5,0.5,0.33458,1
4476,4476,0.337196,0.5,0.5,0.418598,1
5187,5187,0.56786,0.5,0,0.40893,1
4546,4546,0.502932,0.5,0.5,0.501466,1
5249,5249,0.402282,0.5,0.5,0.451141,1
4428,4428,0.330473,0,0,0.1652365,1
4475,4475,0.656547,0,0.5,0.4532735,1
4533,4533,0.584737,0.5,0.5,0.5423685,1
4613,4613,0.838676,0.5,0,0.544338,1
4780,4780,0.593727,0.5,0,0.4218635,1
4383,4383,0.555422,0.5,0,0.402711,1
4424,4424,0.833889,0.5,0.5,0.6669445,1
4465,4465,0.433502,0,0,0.216751,1
4698,4698,0.405314,0.5,0.5,0.452657,1
4544,4544,0.767697,0.5,0.5,0.6338485,1
4387,4387,0.728158,0.5,0,0.489079,1
4427,4427,0.644194,0,0.5,0.447097,1
4477,4477,0.684329,0.5,0.5,0.5921645,1
4604,4604,0.597841,0,0.5,0.4239205,1
5016,5016,0.543203,0.5,0.5,0.5216015,1
4433,4433,0.427054,0.5,0.5,0.463527,1
4480,4480,0.740318,0.5,0.5,0.620159,1
4548,4548,0.566539,0.5,0.5,0.5332695000000001,1
4609,4609,0.499662,0.5,0.5,0.499831,1
5003,5003,0.801948,0,0.5,0.5259739999999999,1
4430,4430,0.452585,0,0.5,0.3512925,1
4484,4484,0.513668,0.5,0.5,0.506834,1
4700,4700,0.272687,0.5,0,0.2613435,1
4539,4539,0.529186,0.5,0,0.389593,1
4782,4782,0.693179,0.5,0.5,0.5965895,1
4426,4426,0.278701,0.5,0,0.2643505,1
4482,4482,0.447954,0.5,0.5,0.473977,1
5002,5002,0.0,0.5,0.5,0.25,1
5277,5277,0.594665,0.5,0.5,0.5473325,1
4431,4431,0.531942,0.5,0,0.390971,1
4486,4486,0.452104,0.5,0.5,0.47605200000000003,1
4541,4541,0.730279,0.5,0,0.4901395,1
4615,4615,0.547091,0.5,0.5,0.5235455,1
4702,4702,0.223969,0,0.5,0.2369845,1
4435,4435,0.536366,0,0.5,0.393183,1
4481,4481,0.665687,0,0.5,0.4578435,1
4611,4611,0.676771,0.5,0.5,0.5883855,1
4550,4550,0.504274,0,0.5,0.377137,1
4883,4883,0.518212,0.5,0.5,0.5091060000000001,1
4693,4693,0.646297,0.5,0.5,0.5731485000000001,1
4438,4438,0.487906,0.5,0.5,0.493953,1
4543,4543,0.555839,0.5,0.5,0.5279195,1
4479,4479,0.567393,0.5,0.5,0.5336965,1
4621,4621,0.584239,0.5,0.5,0.5421195,1
5005,5005,0.445222,0.5,0.5,0.472611,1
4439,4439,0.684839,0,0.5,0.4674195,1
4490,4490,0.673675,0,0.5,0.4618375,1
4552,4552,0.673758,0,0,0.336879,1
5309,5309,0.0,0.5,0,0.125,1
4777,4777,0.681466,0,0.5,0.465733,1
4436,4436,0.53268,0,0,0.26634,1
4483,4483,0.498056,0.5,0.5,0.499028,1
4545,4545,0,0,0.5,0.125,1
4623,4623,0.555527,0.5,0.5,0.5277635,1
4786,4786,0.38322,0,0.5,0.31661,1
4886,4886,0.51568,0.5,0.5,0.5078400000000001,1
4434,4434,0.61824,0.5,0.5,0.5591200000000001,1
4489,4489,0.512129,0.5,0.5,0.5060644999999999,1
4547,4547,0.545439,0.5,0.5,0.5227195,1
4704,4704,0.506669,0,0.5,0.3783345,1
4625,4625,0.764529,0,0.5,0.5072645,1
5308,5308,0.639737,0,0.5,0.4448685,1
4437,4437,0.635422,0.5,0.5,0.5677110000000001,1
4492,4492,0.572826,0.5,0,0.411413,1
4549,4549,0.680101,0.5,0.5,0.5900505,1
4887,4887,0.530813,0,0.5,0.3904065,1
4620,4620,0.649317,0,0.5,0.4496585,1
4440,4440,0.625838,0.5,0.5,0.562919,1
4496,4496,0.401535,0.5,0,0.3257675,1
4554,4554,0.502758,0.5,0,0.376379,1
4703,4703,0.467094,0.5,0.5,0.483547,1
4622,4622,0.664883,0.5,0.5,0.5824415000000001,1
4442,4442,0.35669,0.5,0.5,0.428345,1
4498,4498,0.678806,0.5,0,0.464403,1
4553,4553,0.711106,0,0.5,0.480553,1
4694,4694,0.432881,0.5,0.5,0.46644050000000004,1
4444,4444,0.723578,0,0.5,0.486789,1
4500,4500,0.649843,0.5,0.5,0.5749215,1
4556,4556,0.763735,0.5,0.5,0.6318675,1
4627,4627,0.79003,0,0.5,0.520015,1
4779,4779,0.404672,0.5,0.5,0.45233599999999996,1
5251,5251,0.607159,0.5,0.5,0.5535795,1
4443,4443,0.370236,0.5,0.5,0.435118,1
4502,4502,0.440929,0.5,0.5,0.4704645,1
4560,4560,0.280813,0,0.5,0.2654065,1
4775,4775,0.770522,0,0.5,0.5102610000000001,1
4629,4629,0.411121,0.5,0.5,0.45556050000000003,1
4441,4441,0.52308,0.5,0.5,0.51154,1
4487,4487,0.66906,0.5,0.5,0.58453,1
4706,4706,0.395734,0.5,0.5,0.447867,1
4564,4564,0.596202,0.5,0.5,0.548101,1
4999,4999,0.680315,0.5,0.5,0.5901575,1
4491,4491,0.581109,0,0.5,0.4155545,1
4557,4557,0.671815,0.5,0.5,0.5859075,1
4626,4626,0.21393,0.5,0.5,0.356965,1
4705,4705,0.628015,0.5,0,0.4390075,1
4493,4493,0.7015,0,0.5,0.47575,1
4624,4624,0.522471,0.5,0.5,0.5112355,1
4551,4551,0.509427,0.5,0.5,0.5047135,1
4888,4888,0.56128,0,0.5,0.40564,1
4784,4784,0.558542,0.5,0,0.404271,1
5112,5112,0.531447,0.5,0.5,0.5157235,1
4485,4485,0.527264,0.5,0.5,0.513632,1
4566,4566,0.526583,0,0.5,0.3882915,1
4708,4708,0.689879,0.5,0.5,0.5949395,1
4785,4785,0.432646,0.5,0.5,0.466323,1
4997,4997,0.529597,0,0.5,0.3897985,1
4495,4495,0.670058,0,0.5,0.460029,1
4559,4559,0.734647,0.5,0.5,0.6173235,1
4701,4701,0.513459,0.5,0.5,0.5067295,1
4631,4631,0.822734,0.5,0.5,0.661367,1
5109,5109,0.823754,0.5,0.5,0.661877,1
4497,4497,0.46856,0.5,0,0.35928,1
4628,4628,0.597889,0,0.5,0.4239445,1
4563,4563,0.466514,0.5,0.5,0.483257,1
4710,4710,0.376234,0.5,0.5,0.438117,1
4783,4783,0.512162,0.5,0.5,0.506081,1
4890,4890,0.593387,0,0.5,0.4216935,1
5313,5313,0.644303,0.5,0,0.4471515,1
4510,4510,0.605019,0.5,0.5,0.5525095,1
4565,4565,0.53979,0.5,0,0.394895,1
4633,4633,0.335646,0.5,0.5,0.417823,1
5018,5018,0.529925,0,0.5,0.3899625,1
4712,4712,0.608105,0.5,0,0.4290525,1
4501,4501,0.439547,0.5,0,0.3447735,1
4561,4561,0.838676,0.5,0,0.544338,1
4630,4630,0.696316,0,0,0.348158,1
4699,4699,0.761663,0.5,0.5,0.6308315,1
4790,4790,0.540934,0.5,0,0.395467,1
4503,4503,0.723476,0.5,0.5,0.611738,1
4570,4570,0.527319,0.5,0.5,0.5136594999999999,1
4635,4635,0.550757,0,0.5,0.4003785,1
4892,4892,0.577666,0,0.5,0.413833,1
4792,4792,0.4823,0.5,0,0.36615,1
4567,4567,0.364076,0.5,0,0.30703800000000003,1
4634,4634,0.43695,0.5,0.5,0.468475,1
4791,4791,0.73632,0.5,0.5,0.61816,1
4989,4989,0.556701,0,0.5,0.4033505,1
4514,4514,0.677539,0.5,0,0.4637695,1
4569,4569,0.607452,0,0.5,0.428726,1
4637,4637,0,0.5,0.5,0.25,1
4707,4707,0.550295,0,0.5,0.4001475,1
5013,5013,0.626899,0.5,0,0.4384495,1
4568,4568,0.573098,0.5,0.5,0.5365489999999999,1
4714,4714,0.449088,0.5,0,0.34954399999999997,1
4639,4639,0.485619,0.5,0,0.3678095,1
4789,4789,0.323223,0.5,0.5,0.4116115,1
4513,4513,0.598165,0.5,0.5,0.5490824999999999,1
4573,4573,0.505247,0.5,0.5,0.5026235,1
4636,4636,0.79893,0,0,0.399465,1
5186,5186,0.386227,0,0.5,0.3181135,1
4796,4796,0.513876,0,0.5,0.381938,1
4509,4509,0.476422,0.5,0,0.363211,1
4571,4571,0.302573,0.5,0,0.2762865,1
4638,4638,0.581773,0.5,0.5,0.5408865,1
4885,4885,0.621645,0,0.5,0.4358225,1
5011,5011,0.703442,0.5,0.5,0.601721,1
4577,4577,0.707159,0.5,0,0.4785795,1
4718,4718,0.454584,0,0.5,0.352292,1
4641,4641,0.564071,0.5,0,0.4070355,1
4787,4787,0.0,0.5,0,0.125,1
4516,4516,0.552413,0.5,0,0.4012065,1
4576,4576,0.829779,0,0.5,0.5398895,1
4889,4889,0.691729,0.5,0.5,0.5958645,1
4643,4643,0.516328,0.5,0,0.383164,1
5310,5310,0.526255,0.5,0.5,0.5131275,1
4507,4507,0.43733,0,0.5,0.343665,1
4572,4572,0.626854,0.5,0.5,0.563427,1
4722,4722,0.624995,0.5,0,0.4374975,1
4645,4645,0.324268,0.5,0.5,0.412134,1
4881,4881,0.703576,0.5,0.5,0.601788,1
4579,4579,0.753014,0.5,0,0.5015069999999999,1
4640,4640,0.453643,0.5,0,0.3518215,1
4797,4797,0.503899,0.5,0.5,0.5019495,1
4713,4713,0.67244,0,0,0.33622,1
5020,5020,0.75346,0,0.5,0.50173,1
4581,4581,0.576905,0,0.5,0.4134525,1
4646,4646,0.805825,0,0.5,0.5279125,1
4715,4715,0.315596,0.5,0,0.282798,1
4891,4891,0.398958,0.5,0.5,0.44947899999999996,1
4578,4578,0.588016,0,0.5,0.419008,1
4648,4648,0.420784,0,0.5,0.335392,1
4711,4711,0.576947,0.5,0,0.4134735,1
4800,4800,0.250876,0.5,0.5,0.375438,1
5014,5014,0.492009,0.5,0.5,0.49600449999999996,1
5314,5314,0.551972,0,0.5,0.400986,1
4574,4574,0.692208,0.5,0.5,0.596104,1
4650,4650,0.732651,0.5,0.5,0.6163255000000001,1
4697,4697,0.504619,0.5,0,0.3773095,1
5182,5182,0.485314,0.5,0.5,0.492657,1
4798,4798,0.819694,0.5,0.5,0.6598470000000001,1
5111,5111,0.661778,0.5,0.5,0.580889,1
4582,4582,0.23998,0.5,0,0.24498999999999999,1
4647,4647,0.44333,0,0,0.221665,1
4895,4895,0.446929,0.5,0.5,0.4734645,1
4724,4724,0.721374,0.5,0,0.485687,1
4580,4580,0.302243,0.5,0,0.2761215,1
4652,4652,0.50399,0.5,0.5,0.501995,1
4717,4717,0.492796,0.5,0.5,0.496398,1
4893,4893,0.645865,0.5,0.5,0.5729325000000001,1
5006,5006,0.699084,0.5,0.5,0.599542,1
4589,4589,0.640136,0.5,0.5,0.570068,1
4649,4649,0.632916,0,0.5,0.441458,1
4726,4726,0.3881,0.5,0,0.31905,1
5009,5009,0.805665,0.5,0.5,0.6528324999999999,1
4802,4802,0.381174,0,0.5,0.315587,1
4587,4587,0.282764,0.5,0,0.266382,1
4654,4654,0.687134,0.5,0,0.468567,1
4793,4793,0.642803,0.5,0.5,0.5714015,1
4730,4730,0.600793,0,0.5,0.4253965,1
5113,5113,0.320953,0.5,0.5,0.4104765,1
4584,4584,0.838676,0.5,0,0.544338,1
4651,4651,0.756015,0.5,0.5,0.6280075,1
4719,4719,0.746322,0.5,0,0.498161,1
4804,4804,0.568434,0.5,0.5,0.5342169999999999,1
4995,4995,0.362177,0,0.5,0.3060885,1
4588,4588,0.613566,0.5,0.5,0.556783,1
4653,4653,0.838676,0.5,0,0.544338,1
4725,4725,0.410089,0.5,0,0.33004449999999996,1
4896,4896,0.414263,0.5,0.5,0.4571315,1
4803,4803,0.455805,0,0.5,0.3529025,1
4591,4591,0.623742,0.5,0.5,0.561871,1
4657,4657,0.412231,0.5,0.5,0.4561155,1
4728,4728,0.522471,0.5,0.5,0.5112355,1
5189,5189,0.422872,0.5,0.5,0.461436,1
4897,4897,0.682807,0.5,0.5,0.5914035,1
4593,4593,0.165351,0.5,0,0.2076755,1
4655,4655,0.499224,0.5,0.5,0.499612,1
4732,4732,0.683602,0.5,0.5,0.591801,1
5024,5024,0.745443,0.5,0.5,0.6227214999999999,1
4799,4799,0.537949,0.5,0.5,0.5189745,1
4594,4594,0.72727,0.5,0.5,0.6136349999999999,1
4656,4656,0.612101,0.5,0.5,0.5560505,1
4734,4734,0.70144,0.5,0,0.47572,1
4899,4899,0.474198,0.5,0.5,0.487099,1
4808,4808,0.693817,0.5,0.5,0.5969085000000001,1
5008,5008,0.518753,0.5,0.5,0.5093765,1
5246,5246,0.620459,0.5,0.5,0.5602294999999999,1
4597,4597,0.694678,0.5,0.5,0.5973390000000001,1
4658,4658,0.522471,0.5,0.5,0.5112355,1
4801,4801,0.631928,0.5,0.5,0.565964,1
4723,4723,0.617114,0.5,0.5,0.558557,1
5007,5007,0.801948,0,0.5,0.5259739999999999,1
4898,4898,0.630249,0.5,0.5,0.5651245,1
4659,4659,0.779306,0.5,0.5,0.639653,1
4729,4729,0.639795,0.5,0.5,0.5698975,1
4805,4805,0.288885,0.5,0.5,0.39444250000000003,1
5115,5115,0.662051,0.5,0.5,0.5810255,1
5022,5022,0.509551,0.5,0.5,0.5047755,1
4660,4660,0.609297,0.5,0.5,0.5546485,1
4736,4736,0.602771,0.5,0.5,0.5513855,1
4901,4901,0.733354,0.5,0.5,0.6166769999999999,1
4810,4810,0.69529,0.5,0.5,0.597645,1
5019,5019,0.562736,0,0.5,0.406368,1
4661,4661,0.81879,0.5,0.5,0.659395,1
4727,4727,0.838676,0.5,0,0.544338,1
4814,4814,0.463653,0.5,0.5,0.4818265,1
4902,4902,0.774163,0.5,0.5,0.6370815000000001,1
5010,5010,0.392282,0.5,0,0.321141,1
5017,5017,0.562736,0,0.5,0.406368,1
4662,4662,0.70622,0.5,0.5,0.60311,1
4721,4721,0.405041,0.5,0,0.3275205,1
4809,4809,0.485368,0.5,0.5,0.492684,1
4906,4906,0.451188,0.5,0.5,0.47559399999999996,1
5190,5190,0.316981,0,0.5,0.2834905,1
5029,5029,0.5,0.5,0,0.375,1
4663,4663,0.507421,0,0.5,0.3787105,1
4740,4740,0.549694,0.5,0,0.399847,1
4816,4816,0.729534,0.5,0,0.489767,1
5117,5117,0.48911,0.5,0.5,0.49455499999999997,1
5253,5253,0.649804,0.5,0.5,0.574902,1
4664,4664,0.599694,0.5,0,0.424847,1
4742,4742,0.388044,0.5,0,0.31902200000000003,1
4908,4908,0.653313,0.5,0.5,0.5766565,1
4812,4812,0.704905,0,0.5,0.4774525,1
5250,5250,0.535018,0.5,0.5,0.517509,1
4666,4666,0.538247,0.5,0.5,0.5191235000000001,1
4733,4733,0.814386,0.5,0.5,0.657193,1
5030,5030,0.53105,0.5,0,0.390525,1
4811,4811,0.561685,0,0.5,0.4058425,1
5144,5144,0.694562,0.5,0.5,0.597281,1
4667,4667,0.481597,0.5,0.5,0.4907985,1
4735,4735,0.744037,0.5,0.5,0.6220185,1
4910,4910,0.497449,0.5,0.5,0.4987245,1
4807,4807,0.431538,0,0.5,0.340769,1
4665,4665,0.585279,0.5,0.5,0.5426394999999999,1
4744,4744,0.619728,0.5,0.5,0.5598639999999999,1
4817,4817,0.57493,0.5,0.5,0.5374650000000001,1
4912,4912,0.605704,0.5,0.5,0.552852,1
5023,5023,0.533941,0.5,0,0.3919705,1
4668,4668,0.526021,0.5,0,0.3880105,1
4746,4746,0.654466,0.5,0,0.452233,1
4904,4904,0.571895,0.5,0.5,0.5359475,1
5146,5146,0.608488,0.5,0.5,0.554244,1
4670,4670,0.299873,0.5,0.5,0.39993650000000003,1
4819,4819,0.454533,0.5,0.5,0.47726650000000004,1
4748,4748,0.172127,0.5,0,0.21106350000000001,1
4905,4905,0.453163,0.5,0.5,0.4765815,1
5192,5192,0.641302,0.5,0,0.445651,1
4671,4671,0.838676,0.5,0,0.544338,1
4743,4743,0.411489,0.5,0.5,0.4557445,1
4820,4820,0.758879,0,0.5,0.5044394999999999,1
4914,4914,0.346228,0.5,0,0.298114,1
5032,5032,0.521917,0.5,0.5,0.5109585,1
5255,5255,0.446836,0.5,0,0.348418,1
4669,4669,0.488376,0.5,0.5,0.49418799999999996,1
4737,4737,0.519995,0.5,0.5,0.5099975,1
5034,5034,0.578829,0.5,0.5,0.5394145,1
4823,4823,0.600221,0.5,0.5,0.5501105,1
4672,4672,0.384675,0.5,0,0.3173375,1
4741,4741,0.604893,0.5,0.5,0.5524465000000001,1
4813,4813,0.593696,0.5,0.5,0.546848,1
4916,4916,0.565326,0.5,0.5,0.532663,1
5027,5027,0.603141,0.5,0.5,0.5515705,1
4675,4675,0.750438,0.5,0,0.500219,1
4739,4739,0.501223,0.5,0,0.3756115,1
4826,4826,0.511053,0.5,0.5,0.5055265,1
5025,5025,0.5024,0.5,0.5,0.5012,1
4677,4677,0.755271,0.5,0,0.5026355,1
4745,4745,0.51769,0.5,0.5,0.508845,1
4821,4821,0.610267,0.5,0.5,0.5551335,1
5194,5194,0.50759,0.5,0,0.378795,1
4913,4913,0.707648,0.5,0,0.478824,1
4674,4674,0.64686,0,0.5,0.44843,1
4752,4752,0.348981,0.5,0,0.2994905,1
4827,4827,0.438882,0,0.5,0.344441,1
4909,4909,0.491932,0,0.5,0.370966,1
5036,5036,0.575076,0.5,0.5,0.5375380000000001,1
5285,5285,0.571337,0.5,0.5,0.5356685,1
4678,4678,0.588021,0.5,0.5,0.5440105,1
4918,4918,0.940955,0.5,0.5,0.7204775,1
4751,4751,0.502212,0,0.5,0.376106,1
5031,5031,0.562736,0,0.5,0.406368,1
5195,5195,0.541281,0.5,0.5,0.5206405000000001,1
